X;Y;Type
3.1248;36.7175;Green zones
3.02787;36.8091;Green zones
3.00637;36.7863;Green zones
2.9856;36.72298;Green zones
3.02992;36.6938;Green zones
2.97483;36.7627;Green zones
3.075314;36.735651;Green zones
3.04854;36.7674;Green zones
2.9998;36.73995;Green zones
2.80936;36.6898;Green zones
3.01482;36.6969;Green zones
3.26692;36.7856;Green zones
2.86428;36.708;Green zones
3.18466;36.74555;Green zones
3.0098;36.7714;Green zones
3.096714;36.612754;Green zones
2.90978;36.7919;Green zones
2.91358;36.7428;Green zones
3.24516;36.69;Green zones
2.95332;36.7317;Green zones
3.22304;36.70793;Green zones
2.9694;36.7786;Green zones
3.11325;36.7184;Green zones
2.84851;36.7151;Green zones
3.0442;36.7721;Green zones
2.92581;36.8006;Green zones
3.06514;36.7425;Green zones
2.92201;36.652;Green zones
2.9639;36.8118;Green zones
2.93573;36.8017;Green zones
2.9245;36.8037;Green zones
2.91787;36.79596;Green zones
3.01263;36.7785;Green zones
3.1207;36.7291;Green zones
2.9889;36.754;Green zones
2.98475;36.76457;Green zones
2.97641;36.69025;Green zones
2.9603;36.764;Green zones
3.0119;36.759;Green zones
3.07932;36.6993;Green zones
3.08859;36.6996;Green zones
3.10376;36.73;Green zones
3.12157;36.7136;Green zones
3.16458;36.7343;Green zones
3.23295;36.7289;Green zones
3.09882;36.66607;Green zones
3.1509;36.66512;Green zones
3.14899;36.6584;Green zones
3.04803;36.7158;Green zones
3.03381;36.7092;Green zones
3.06271;36.7575;Green zones
3.14425;36.72195;Green zones
3.24259;36.732;Green zones
2.9871;36.7675;Green zones
3.03616;36.7365;Green zones
2.9787;36.6654;Green zones
3.05523;36.7217;Green zones
3.11446;36.7201;Green zones
3.11133;36.7297;Green zones
3.07617;36.6959;Green zones
2.89071;36.7267;Green zones
3.10986;36.649;Green zones
3.01555;36.6138;Orange zones
3.29097;36.7592;Green zones
3.04484;36.7836;Green zones
2.9805;36.639;Green zones
3.33793;36.7763;Green zones
2.93644;36.7725;Green zones
2.9675;36.69;Green zones
3.1363;36.6696;Green zones
2.92713;36.6057;Green zones
3.00724;36.8065;Green zones
3.19692;36.7351;Green zones
3.06494;36.746;Green zones
3.08097;36.6021;Green zones
3.29575;36.73785;Green zones
3.10563;36.6249;Green zones
3.09071;36.6561;Green zones
3.11393;36.6677;Green zones
3.17573;36.6549;Green zones
3.26232;36.7703;Green zones
3.3386;36.7441;Green zones
3.3438;36.7328;Green zones
3.2664;36.7032;Green zones
2.9409;36.6702;Green zones
3.14431;36.6665;Green zones
3.1667;36.671;Green zones
3.0487;36.7009;Green zones
2.8852;36.7692;Green zones
2.8503;36.717;Green zones
3.0574;36.7473;Green zones
2.8804;36.7338;Green zones
3.03405;36.78039;Green zones
2.95131;36.7542;Green zones
2.875;36.654;Green zones
2.95415;36.6654;Green zones
2.94401;36.7168;Green zones
2.83476;36.6966;Green zones
2.83502;36.7107;Green zones
2.9233;36.761;Green zones
2.9362;36.7692;Green zones
3.25876;36.7942;Green zones
3.2785;36.7194;Green zones
3.3472;36.7157;Green zones
3.09098;36.7089;Green zones
3.09793;36.7046;Green zones
3.017805;36.750302;Green zones
3.0743;36.71979;Green zones
2.84137;36.76156;Green zones
2.98013;36.7803;Red zones
2.79235;36.684;Green zones
3.01946;36.756;Green zones
3.08484;36.7191;Green zones
3.35934;36.7223;Green zones
3.204;36.7213;Green zones
3.2053;36.7542;Green zones
3.18722;36.7328;Green zones
3.21384;36.7247;Green zones
3.33865;36.7418;Green zones
3.3416;36.7507;Green zones
3.1926;36.7327;Green zones
3.35193;36.7504;Green zones
3.339037;36.722932;Green zones
3.1758;36.7305;Green zones
3.1923;36.7249;Green zones
3.2137;36.744;Green zones
3.2384;36.7346;Green zones
3.3541;36.7702;Green zones
3.24843;36.7872;Green zones
3.2442;36.7621;Green zones
3.23312;36.76739;Green zones
3.32184;36.78529;Green zones
3.01235;36.65803;Green zones
3.04286;36.6912;Green zones
3.01244;36.7205;Green zones
3.05246;36.7404;Green zones
3.0391;36.6373;Green zones
2.843818;36.735518;Green zones
3.10201;36.7257;Green zones
3.101;36.7336;Green zones
3.09428;36.7378;Green zones
3.08319;36.7419;Green zones
3.07227;36.7469;Green zones
3.06641;36.7529;Green zones
3.05863;36.7566;Green zones
3.05642;36.7602;Green zones
3.05369;36.7662;Green zones
3.05893;36.7729;Green zones
3.15662;36.7076;Green zones
2.9483;36.7184;Green zones
2.92066;36.76244;Green zones
3.3614;36.7482;Green zones
3.0735;36.7514;Green zones
3.19684;36.71221;Green zones
2.97099;36.75512;Green zones
3.03079;36.7964;Green zones
3.04417;36.79452;Orange zones
3.05593;36.75;Green zones
3.24665;36.71899;Green zones
3.3157;36.7696;Green zones
3.28861;36.7664;Green zones
3.05764;36.6797;Orange zones
2.97593;36.65678;Green zones
3.17245;36.7016;Green zones
3.2415;36.7896;Green zones
3.03485;36.72717;Green zones
2.99002;36.6508;Green zones
2.88801;36.6784;Green zones
2.94652;36.6799;Green zones
2.9928;36.7918;Green zones
3.1216;36.6243;Green zones
3.16599;36.6452;Green zones
2.83604;36.6748;Green zones
2.935003;36.728863;Green zones
3.0312956;36.678633;Green zones
3.1428;36.7396;Green zones
3.04127;36.7468;Orange zones
2.7891;36.6751;Green zones
2.8295;36.6976;Green zones
2.87138;36.743;Green zones
3.059;36.7866;Green zones
3.0024;36.6618;Green zones
2.9305;36.70369;Green zones
3.01369;36.72516;Green zones
2.8937;36.7693;Green zones
2.8937;36.7693;Green zones
2.8937;36.7693;Green zones
2.8937;36.7693;Green zones
2.8937;36.7693;Green zones
2.8996;36.6803;Green zones
3.05211;36.752;Green zones
3.05037;36.7511;Green zones
3.04555;36.7439;Green zones
2.75815;36.2618;Green zones
2.75597;36.2642;Green zones
2.78079;36.2615;Green zones
2.77708;36.2704;Green zones
2.77292;36.2607;Green zones
2.9117;36.1289;Green zones
2.77;36.2726;Green zones
2.76238;36.2583;Green zones
2.74232;35.8957;Green zones
2.75781;36.2783;Green zones
2.75339;36.2644;Green zones
2.75056;36.272;Green zones
2.72006;36.2771;Green zones
2.8555;35.6874;Green zones
2.83056;35.9508;Green zones
2.8805;36.2156;Green zones
3.3055;36.2251;Orange zones
3.31194;36.4184;Green zones
3.12014;36.2168;Orange zones
3.41328;35.9391;Green zones
3.15265;35.8921;Green zones
2.56554;36.2379;Red zones
3.02754;36.2622;Green zones
3.22937;36.1973;Green zones
3.24538;36.1386;Green zones
3.15875;36.2528;Green zones
3.4272;36.1386;Green zones
2.90532;36.0734;Green zones
2.71944;35.9138;Green zones
2.7695;36.3589;Green zones
2.76058;36.3366;Green zones
2.84552;36.2492;Green zones
2.92914;36.1332;Green zones
2.74778;35.8869;Green zones
3.47713;36.352;Green zones
3.42228;36.2538;Green zones
2.61113;35.5458;Green zones
2.76103;36.2742;Green zones
2.75845;36.2703;Green zones
3.31127;36.4156;Green zones
3.31327;36.2321;Green zones
2.91327;36.1384;Green zones
2.9443;36.1422;Orange zones
2.84522;36.2526;Orange zones
2.73789;36.2757;Orange zones
2.91545;36.132;Green zones
2.56425;36.231;Green zones
3.17432;36.1885;Green zones
2.94214;36.2422;Green zones
3.13828;36.1583;Green zones
3.33315;36.0626;Green zones
3.42124;36.1845;Green zones
3.49419;36.2908;Green zones
2.95909;35.9712;Green zones
3.13068;36.0253;Green zones
3.35375;35.963;Green zones
2.57113;36.1904;Green zones
3.04092;35.8177;Green zones
2.3594;35.55148;Green zones
2.45075;35.8207;Green zones
2.38362;35.9089;Green zones
2.78207;36.2651;Green zones
2.76156;36.2896;Green zones
2.76441;36.2675;Orange zones
2.75633;36.2532;Green zones
2.73516;36.2717;Green zones
2.75983;35.86834;Orange zones
2.74244;35.88671;Green zones
2.90556;36.1351;Green zones
2.72503;36.1616;Green zones
2.78316;36.2555;Green zones
3.0004;36.1889;Green zones
3.0349;35.8942;Green zones
3.29811;35.922;Green zones
2.89589;36.0034;Green zones
3.52625;36.2429;Green zones
3.2191;36.4268;Green zones
3.3452;36.3527;Green zones
2.76479;36.2632;Green zones
2.75468;36.2586;Green zones
3.57653;35.9295;Green zones
3.542;36.3531;Green zones
3.46133;35.8544;Green zones
3.29433;36.4653;Green zones
2.68633;36.3254;Green zones
3.01068;36.1088;Green zones
2.63351;36.2276;Green zones
2.93539;35.8849;Green zones
2.65962;36.1475;Green zones
3.25392;35.872;Green zones
2.6233;35.8283;Green zones
2.77866;36.1992;Green zones
3.25262;36.0304;Green zones
3.113;36.3523;Green zones
2.5267;35.9661;Green zones
2.7145;36.1006;Green zones
2.93181;36.1282;Green zones
3.08239;36.2613;Orange zones
2.67069;36.2396;Green zones
3.08522;36.123;Green zones
2.7637;36.277;Green zones
2.90609;36.131;Green zones
2.74288;36.2507;Orange zones
2.7515;36.28;Green zones
2.4954;35.8309;Green zones
3.02449;36.2674;Green zones
3.0373;36.264;Green zones
3.26349;36.1245;Green zones
2.92264;36.13929;Green zones
3.42001;35.9395;Green zones
3.15896;35.8915;Green zones
3.14638;35.8896;Green zones
2.75048;35.8832;Green zones
2.77107;36.2664;Green zones
2.78897;36.2597;Green zones
3.1246;36.2131;Green zones
3.29728;36.2276;Green zones
2.7646;36.2562;Green zones
2.7573;36.2611;Green zones
2.7816;35.7964;Green zones
2.7597;36.2833;Green zones
2.7556;35.8898;Green zones
2.93531;36.1326;Green zones
2.7732;36.2816;Orange zones
2.85025;36.1993;Green zones
2.92451;36.13022;Green zones
2.76445;35.8705;Green zones
2.754;35.8723;Green zones
2.84518;35.6997;Green zones
2.91233;36.1329;Green zones
2.90404;36.0708;Green zones
3.152429;35.889449;Green zones
3.30531;36.4672;Green zones
2.60604;35.5439;Green zones
2.90307;36.0011;Green zones
3.5305;36.2432;Orange zones
3.3057;36.2264;Green zones
2.7374;36.2806;Green zones
3.30461;36.2739;Green zones
2.6058;35.9482;Green zones
2.79527;36.2637;Green zones
2.782824;36.27002;Green zones
2.7425;36.2837;Green zones
2.6882;36.3231;Green zones
2.9086;36.1425;Green zones
2.725;36.2813;Orange zones
2.7504;36.2502;Green zones
2.355361;35.85625;Green zones
2.85002;36.25909;Green zones
2.7616;36.3656;Green zones
3.4034;35.9388;Green zones
3.41636;36.25539;Green zones
2.777195;36.311301;Green zones
2.9181;36.1441;Green zones
3.32119;36.408603;Green zones
2.919;36.132;Green zones
2.9389;36.1281;Green zones
2.748276;36.277025;Green zones
2.7473;36.2542;Green zones
2.762362;36.252889;Green zones
2.7527;35.8918;Green zones
2.8233;35.948;Green zones
3.310993;36.148611;Green zones
2.7552;36.2757;Green zones
2.6194;35.5463;Green zones
2.819344;35.678027;Green zones
2.7406;36.2476;Green zones
2.7581;36.2809;Green zones
3.40597222;35.9401389;Green zones
2.834713;36.252407;Green zones
3.07191;35.97035;Green zones
2.833257;36.253941;Green zones
2.7899;36.2662;Green zones
2.802839;36.267607;Green zones
2.752111;35.770972;Green zones
3.4739;36.7504;Green zones
3.4634;36.5863;Green zones
3.2654;36.7081;Green zones
3.29222;36.645239;Green zones
3.4011;36.6507;Green zones
3.4035;36.6499;Green zones
3.948607;36.897794;Green zones
3.26061;36.682;Green zones
3.31341;36.6579;Orange zones
3.32919;36.6524;Green zones
3.40312;36.7211;Green zones
3.49779;36.725;Green zones
3.48075;36.7522;Green zones
3.45984;36.7642;Green zones
3.55482;36.7225;Green zones
3.66835;36.7198;Green zones
3.71711;36.7405;Green zones
3.71864;36.7487;Green zones
3.7148;36.8519;Green zones
3.91573;36.9074;Green zones
3.89766;36.9093;Green zones
3.4748433;36.761112;Green zones
3.44217;36.7509;Green zones
3.99265;36.8367;Green zones
3.86263;36.8175;Green zones
3.8637;36.8594;Green zones
3.8546;36.7666;Red zones
3.59897;36.7831;Green zones
3.589;36.6678;Green zones
3.68683;36.6357;Green zones
3.366;36.6889;Orange zones
3.6157;36.7265;Green zones
3.37149;36.6355;Green zones
3.5139;36.7728;Green zones
3.59142;36.6926;Green zones
3.4003;36.7354;Green zones
3.4735;36.7653;Green zones
3.45731;36.752;Green zones
3.5964;36.7867;Green zones
3.6634;36.7274;Green zones
3.72817;36.7422;Orange zones
3.87483;36.9153;Green zones
3.41081;36.7311;Green zones
3.46781;36.7599;Green zones
3.525576;36.774953;Green zones
3.24544;36.6599;Green zones
3.4274;36.713;Green zones
3.3961;36.7084;Green zones
3.39267;36.767;Green zones
3.90436;36.8303;Orange zones
3.81176;36.8075;Green zones
3.27091;36.6789;Green zones
3.48787;36.758;Green zones
3.47997;36.7227;Green zones
3.49633;36.7315;Green zones
3.55811;36.72948;Green zones
3.56407;36.7857;Orange zones
3.70308;36.8303;Green zones
3.87103;36.8094;Green zones
3.83333;36.7467;Green zones
3.72245;36.7319;Green zones
3.67283;36.7198;Green zones
3.35974;36.6878;Green zones
3.5904;36.8067;Green zones
3.93039;36.8608;Green zones
3.47813;36.6263;Green zones
3.9453;36.7984;Green zones
3.40603;36.6595;Green zones
3.56548;36.8034;Green zones
3.48799;36.7634;Green zones
3.4056;36.7712;Green zones
3.84428;36.9034;Green zones
3.77649;36.8935;Green zones
3.72278;36.8777;Green zones
3.99078;36.8975;Green zones
3.81109;36.6736;Orange zones
3.58972;36.6351;Green zones
3.63952;36.8075;Green zones
3.30064;36.7009;Green zones
3.38046;36.7161;Green zones
3.4305;36.7503;Green zones
3.39195;36.7235;Orange zones
3.70703;36.7366;Green zones
3.36316;36.6484;Green zones
3.31748;36.6477;Green zones
3.2577;36.6468;Green zones
3.69674;36.6382;Green zones
3.37096;36.6831;Green zones
3.41531;36.7193;Green zones
3.40368;36.7287;Green zones
3.72025;36.72766;Orange zones
3.47311;36.7492;Green zones
3.66931;36.8035;Orange zones
3.38219;36.7269;Orange zones
3.35756;36.6653;Green zones
3.75301;36.6592;Orange zones
3.72212;36.7373;Orange zones
3.74229;36.7465;Red zones
3.82363;36.7409;Red zones
3.33342;36.6474;Green zones
3.315;36.6415;Green zones
3.26939;36.6597;Green zones
3.40405;36.7338;Green zones
3.38306;36.6961;Green zones
3.662;36.7201;Green zones
3.68299;36.7485;Green zones
3.89804;36.9167;Green zones
3.40015;36.7511;Orange zones
3.455413;36.76292;Green zones
3.43058;36.7358;Green zones
3.5524;36.7272;Green zones
3.58625;36.6907;Green zones
3.9129;36.9115;Green zones
3.39669;36.7267;Green zones
3.32555;36.646;Green zones
3.85746;36.856;Green zones
3.8931;36.8589;Green zones
3.57147;36.7992;Green zones
3.9107;36.8999;Green zones
3.71721;36.7353;Green zones
3.40012;36.6474;Green zones
3.7191;36.7438;Green zones
3.83447;36.7432;Green zones
3.37733;36.679;Orange zones
3.60602;36.768;Orange zones
3.37351;36.76845;Green zones
3.55626;36.7261;Green zones
3.60502;36.7873;Orange zones
3.62106;36.7233;Green zones
3.59848;36.6732;Green zones
3.57817;36.658;Green zones
3.74207;36.68251;Green zones
3.78466;36.7098;Green zones
3.38833;36.73256;Green zones
3.94231;36.83889;Green zones
3.24634;36.672;Green zones
3.34309;36.6858;Green zones
3.469343;36.756643;Green zones
3.41369;36.7258;Orange zones
3.381937;36.705013;Green zones
3.99497;36.82207;Orange zones
3.3057;36.6764;Green zones
3.4139;36.5706;Green zones
3.4106;36.5755;Green zones
3.42225;36.6586;Green zones
3.6808;36.8082;Green zones
3.61443;36.62551;Green zones
3.30969;36.6633;Green zones
3.52469;36.7314;Orange zones
3.5789;36.6182;Green zones
3.4515;36.732;Green zones
3.553342;36.786837;Green zones
3.83061;36.7228;Green zones
3.84445;36.7641;Green zones
3.87864;36.91596;Green zones
3.7633;36.891;Green zones
3.903795;36.892;Red zones
3.3699;36.6735;Orange zones
3.465;36.7416;Green zones
3.3999;36.6372;Green zones
3.3374;36.6299;Green zones
3.732866;36.72389;Orange zones
3.260448;36.668253;Green zones
3.327;36.6494;Green zones
3.2466;36.6655;Green zones
3.306069;36.706707;Green zones
3.336399;36.711993;Green zones
3.2577;36.704213;Orange zones
3.245028;36.656889;Green zones
3.4623711;36.755137;Green zones
3.372251;36.65998;Green zones
3.300656;36.647139;Green zones
3.382798;36.68769;Green zones
3.47564;36.75362;Green zones
3.3651215;36.68168;Green zones
3.4005502;36.711821;Green zones
3.4301;36.72732;Green zones
3.30348;36.69828;Green zones
3.304473;36.654493;Green zones
3.864897;36.902817;Green zones
3.700314;36.638299;Green zones
3.270311;36.652417;Green zones
3.23939;36.664519;Green zones
3.380013;36.630763;Green zones
3.393545;36.600602;Green zones
3.291377;36.671955;Green zones
3.291377;36.654226;Green zones
3.66086;36.724174;Green zones
3.244107;36.666682;Green zones
3.889771;36.917636;Green zones
3.345005;36.709933;Green zones
3.681999;36.634048;Green zones
3.3316;36.695;Green zones
3.3085;36.6313;Green zones
3.2886;36.6573;Green zones
3.26682;36.671834;Green zones
3.39161;36.70611;Green zones
3.381972;36.638112;Green zones
3.86829;36.81379;Green zones
3.907367;36.829097;Green zones
3.442717;36.754767;Green zones
3.815573;36.8089;Green zones
2.47948;36.5921;Green zones
2.76958;36.6404;Green zones
2.74153;36.6621;Green zones
2.69391;36.6396;Green zones
2.6593;36.6221;Green zones
2.61091;36.6045;Green zones
2.45639;36.5833;Green zones
2.43985;36.5896;Green zones
2.41295;36.5106;Green zones
2.18467;36.604;Green zones
2.67704;36.5725;Green zones
2.12432;36.5756;Green zones
1.70217;36.5496;Green zones
2.56331;36.4777;Green zones
2.47725;36.4945;Green zones
2.72817;36.6257;Green zones
2.42686;36.4721;Green zones
2.0522;36.5741;Green zones
2.00098;36.5647;Green zones
2.3934;36.5688;Green zones
2.24256;36.4947;Green zones
2.30643;36.5428;Green zones
2.68041;36.6256;Green zones
2.193;36.607;Green zones
2.69136;36.6452;Green zones
2.48206;36.5931;Green zones
2.75046;36.6481;Green zones
2.4511;36.5905;Green zones
2.41703;36.5064;Green zones
2.7627901;36.63858;Green zones
2.76576;36.6437;Green zones
2.53531;36.5632;Green zones
2.43141;36.5928;Green zones
2.70474;36.6443;Green zones
2.75184;36.6659;Green zones
2.71003;36.6376;Green zones
2.65925;36.6262;Green zones
2.18728;36.6067;Green zones
2.1808;36.6013;Green zones
2.35508;36.6417;Green zones
2.21816;36.6102;Green zones
2.40763;36.6043;Green zones
2.73581;36.6706;Green zones
2.59936;36.5998;Green zones
2.33417;36.5623;Green zones
2.24843;36.5774;Green zones
2.76717;36.6355;Green zones
2.68791;36.6413;Green zones
1.8963;36.5712;Green zones
1.70872;36.5489;Green zones
1.8033;36.5564;Green zones
2.19853;36.6111;Green zones
2.44874;36.5853;Green zones
2.74631;36.6477;Green zones
1.845778;36.503361;Green zones
2.06658;36.5083;Green zones
2.76355;36.6485;Green zones
2.77484;36.6399;Green zones
1.7172;36.4422;Green zones
2.41133;36.5166;Green zones
2.7345;36.6386;Green zones
2.68798;36.6336;Green zones
2.4444;36.5089;Green zones
2.41864;36.5147;Green zones
2.75095;36.6122;Green zones
2.6674;36.6022;Green zones
2.7505;36.6531;Green zones
2.80894;36.64312;Green zones
2.7802;36.655;Green zones
2.12134;36.5838;Green zones
2.7385;36.6501;Green zones
2.20035;36.6065;Green zones
2.1918;36.5056;Green zones
2.2495;36.4954;Green zones
2.3911;36.5375;Green zones
2.42631;36.477;Green zones
2.178402;36.590835;Green zones
2.42011;36.5174;Green zones
2.5021;36.4899;Green zones
2.56683;36.4724;Green zones
2.5241;36.561;Green zones
2.76641;36.6504;Green zones
2.50038;36.4646;Green zones
2.32943;36.4977;Green zones
2.75715;36.6451;Green zones
2.63753;36.572;Green zones
2.408896;36.455175;Green zones
2.80894;36.6431;Green zones
2.47825;36.4975;Green zones
2.697;36.6314;Green zones
2.77193;36.5989;Orange zones
2.7453;36.6408;Green zones
2.70631;36.6301;Green zones
2.72824;36.5985;Green zones
2.6075;36.6004;Green zones
2.455133;36.587614;Green zones
2.5541;36.5162;Green zones
2.499428;36.572853;Green zones
2.5718;36.5763;Green zones
2.61864;36.5895;Green zones
2.79011;36.6392;Green zones
2.46474;36.579;Green zones
2.07977;36.5764;Green zones
2.1775;36.5874;Green zones
2.6793;36.6318;Green zones
2.417983;36.510756;Green zones
2.7974;36.6646;Green zones
2.7913;36.6442;Green zones
2.4595;36.5862;Green zones
2.2627;36.6125;Green zones
2.732269;36.646003;Green zones
2.690306;36.628472;Green zones
2.757693;36.650517;Green zones
2.7815307;36.624672;Green zones
2.47005;36.58546;Green zones
2.44517;36.583;Green zones
2.2732;36.62454;Green zones
2.704843;36.637161;Green zones
2.75542;36.6395;Green zones
2.735458;36.647071;Green zones
2.500762;36.588028;Green zones
2.427532;36.503757;Green zones
2.422898;36.51552;Green zones
2.409442;36.507454;Green zones
2.413945;36.512927;Green zones
2.721656;36.638409;Green zones
2.783697;36.635112;Green zones
1.892043;36.567137;Green zones
2.736442;36.643616;Green zones
2.78683;36.661476;Green zones
2.447855;36.587721;Green zones
2.739175;36.656511;Green zones
2.267237;36.512092;Green zones
2.43627;36.58681;Green zones
1.70241;36.53761;Green zones
2.3009;36.5419;Green zones
2.68711;36.62211;Green zones
2.2035;36.5981;Green zones
2.406;36.6006;Green zones
2.694529;36.581578;Green zones
2.390501;36.572601;Green zones
2.2771;36.6261;Green zones
2.191525;36.60162;Green zones
2.236092;36.587063;Green zones
2.47487778;36.5681167;Green zones
2.7207;36.6257;Green zones
2.1273;36.585;Green zones
2.666;36.6197;Green zones
2.61811;36.60551;Green zones
2.82541;36.61404;Green zones
2.467971;36.578151;Green zones
2.793046;36.641418;Green zones
1.8843;36.3828;Green zones
2.227227;36.153493;Green zones
2.22373;36.21446;Green zones
2.483562;36.086557;Green zones
2.504453;36.149072;Green zones
2.4897;36.1191;Green zones
2.5028;36.1117;Green zones
2.49116;36.1016;Green zones
2.45251;36.351933;Green zones
1.8791;36.1586;Green zones
2.129151;36.121936;Green zones
1.907465;36.303165;Green zones
1.965769;36.355791;Green zones
1.95363;36.2557;Green zones
1.9644;36.2597;Green zones
1.9753;36.2657;Green zones
2.21431;36.2594;Green zones
2.23459;36.2619;Green zones
2.2261;36.2658;Green zones
1.67;36.2231;Green zones
1.84725;36.2331;Green zones
2.1631;36.2719;Green zones
2.3017;36.3291;Green zones
2.4816;36.3722;Green zones
1.8514;36.3147;Orange zones
1.6821;36.2708;Green zones
2.06974;36.2928;Green zones
2.0765;36.1967;Orange zones
1.93175;36.1697;Green zones
2.41242;36.2192;Green zones
2.22528;36.3122;Green zones
2.20142;36.1255;Green zones
1.63939;36.3507;Green zones
2.29833;36.2475;Orange zones
1.68283;36.2102;Green zones
2.23008;36.1811;Green zones
1.715;36.2289;Green zones
1.95997;36.2632;Green zones
2.22647;36.256;Green zones
2.21983;36.2651;Green zones
2.21956;36.261;Green zones
1.63733;36.1911;Green zones
2.54586;36.166;Green zones
2.14461;35.9908;Green zones
1.96931;36.264;Green zones
1.94711;36.2559;Green zones
2.20567;36.2627;Green zones
2.22517;36.3081;Green zones
1.68958;36.2691;Green zones
1.84881;36.3076;Green zones
2.22122;36.2927;Green zones
1.98006;36.2667;Green zones
1.95894;36.2584;Green zones
2.47542;36.3717;Green zones
1.80564;36.2422;Green zones
1.76779;36.2862;Green zones
1.95997;36.3029;Green zones
1.75669;36.0519;Green zones
1.81744;36.155;Green zones
2.16181;36.3121;Green zones
2.4025;36.1604;Green zones
2.30558;36.1011;Green zones
2.39769;36.315;Green zones
2.39287;36.378;Green zones
2.21905;36.304;Green zones
2.21961;36.2571;Green zones
2.23256;36.255;Green zones
2.24478;36.2629;Green zones
1.95319;36.25091;Green zones
1.96464;36.2631;Green zones
1.67222;36.2062;Green zones
1.67639;36.2267;Green zones
1.68217;36.214;Green zones
1.64967;36.2729;Green zones
2.06807;36.289;Green zones
1.68531;36.2735;Green zones
1.68597;36.2678;Green zones
2.07903;36.2043;Green zones
1.77349;36.2439;Green zones
2.01931;36.0843;Green zones
1.83566;35.9171;Green zones
1.84884;35.9806;Green zones
2.4799;36.1046;Green zones
2.39244;36.3526;Green zones
2.21385;36.2642;Green zones
2.20906;36.2579;Green zones
1.97148;36.2611;Orange zones
2.07165;36.296;Red zones
1.8182;36.2153;Orange zones
1.88581;36.2203;Green zones
2.33743;36.3141;Green zones
2.22514;36.261;Green zones
1.94612;36.252;Green zones
1.91457;35.9441;Green zones
2.48753;36.2087;Red zones
1.61751;36.1612;Green zones
1.77062;36.1707;Green zones
2.01201;36.1698;Green zones
2.42777;36.3358;Green zones
1.92776;36.2408;Green zones
2.22383;36.2518;Green zones
2.4218;36.2195;Green zones
2.1571;36.2661;Green zones
1.83749;36.1582;Green zones
1.84505;36.3042;Green zones
2.2249;36.1825;Green zones
2.22638;36.3025;Green zones
2.47113;36.3732;Orange zones
2.07474;36.2013;Green zones
2.22012;36.2695;Green zones
1.64054;36.2696;Green zones
1.67234;36.2159;Green zones
1.80618;36.2479;Green zones
1.80708;36.2328;Green zones
2.16569;36.2652;Green zones
1.92569;36.1977;Green zones
1.66205;36.2233;Green zones
1.6856;36.2779;Green zones
2.2394;36.3092;Green zones
1.84601;36.3081;Green zones
2.127375;36.251095;Green zones
2.40049;36.3813;Green zones
1.7161;36.2259;Green zones
2.07602;36.1877;Red zones
2.2959;36.2493;Green zones
1.76803;36.283;Red zones
1.85725;36.3117;Green zones
2.510338;36.176871;Green zones
1.76964;36.3326;Green zones
2.51149;36.3079;Green zones
2.116;36.1955;Green zones
2.409705;36.271462;Green zones
2.3379;36.2638;Orange zones
2.2381;36.2597;Orange zones
2.418927778;36.22303889;Green zones
1.979;36.262;Orange zones
2.22458;36.305731;Green zones
2.160455;36.264124;Green zones
2.1858;36.2065;Orange zones
2.21405;36.3081;Green zones
2.324;36.2336;Green zones
2.1349;36.2759;Green zones
1.67532;36.096;Green zones
2.14172;36.1197;Green zones
1.7539;36.1104;Green zones
1.93276;36.2558;Green zones
1.913586;36.207666;Green zones
2.244;36.2357;Green zones
2.197379;36.266109;Green zones
2.197752;36.268851;Green zones
2.412261;36.222597;Green zones
2.063485;36.299091;Green zones
1.996702;36.270407;Green zones
2.1837;36.2658;Green zones
2.0351;36.2412;Green zones
2.1874;36.2622;Green zones
1.9439;36.2469;Green zones
2.224121;36.248267;Green zones
1.91484;36.20229;Green zones
1.938138;36.194221;Green zones
2.22975;36.251812;Green zones
1.6878971;36.206495;Green zones
1.67645;36.219522;Green zones
1.658113;36.220981;Green zones
1.68215;36.26586;Green zones
1.940478;36.256202;Green zones
1.933187;36.25025;Green zones
1.675972;36.276121;Green zones
1.6928;36.2835;Green zones
2.483382;36.365568;Green zones
1.9593;36.2524;Green zones
1.973457;36.271065;Green zones
2.074878;36.20704;Green zones
1.872517;36.262425;Green zones
1.6499;36.2027;Green zones
1.580678;36.251797;Green zones
1.57944;36.33244;Green zones
2.439337;36.308561;Green zones
2.056959;36.194775;Green zones
2.417492;36.330095;Green zones
2.385813;36.262586;Green zones
1.676875;36.173098;Green zones
1.581223;36.151321;Green zones
1.704293;36.165581;Green zones
1.741897;36.170224;Green zones
1.96579;36.164661;Green zones
1.920544;36.173986;Green zones
2.150103;36.201962;Green zones
1.967801;36.2685;Green zones
1.981305;36.258953;Green zones
1.924321;36.165487;Green zones
2.222166;36.300945;Green zones
1.681132;36.205819;Green zones
1.697742;36.220039;Green zones
1.859912;36.139929;Green zones
2.386092;36.374071;Green zones
2.382468;36.377175;Green zones
2.247947;36.260046;Green zones
6.57359;36.03499;Green zones
6.8693;35.9718;Green zones
7.39316;35.7883;Green zones
6.8753;35.9698;Green zones
6.87505;35.9669;Green zones
6.572962;36.054339;Green zones
6.59808;36.0135;Orange zones
6.56967;36.0393;Orange zones
6.57154;36.0202;Green zones
6.57106;36.0278;Green zones
6.56464;36.0517;Green zones
6.55996;36.0409;Green zones
7.12923;35.8657;Green zones
6.859242;35.970177;Green zones
5.89587;36.7717;Green zones
